res_id,name,establishment,address,city,city_id,locality,latitude,longitude,zipcode,country_id,locality_verbose,cuisines,timings,average_cost_for_two,price_range,currency,highlights,aggregate_rating,rating_text,opentable_support,delivery,takeaway,STATE,AREA,votes
18895645,Plum By Bent Chair,['Casual Dining'],"The Walk, Worldmark 2, Aerocity, New Delhi",New Delhi,1,Aerocity,28.55154,77.122704,,1,"Aerocity, New Delhi",Asian,12noon â€“ 1am (Mon-Sun),0,1,Rs.,"['Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Serves Cocktails', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Sneakpeek', 'Valet Parking Available']",4.9,Excellent,0,-1,-1,Delhi,1484,1545
18429148,Pa Pa Ya,['Fine Dining'],"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi",New Delhi,1,"Select Citywalk Mall, Saket",28.52839131,77.21861087,,1,"Select Citywalk Mall, Saket, New Delhi","Asian, Chinese, Thai, Japanese",12Noon to 1AM (Mon-Sun),2500,4,Rs.,"['Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Dinner', 'Mall Parking', 'Fullbar', 'Air Conditioned', 'Smoking Area', 'Brunch', 'Indoor Seating', 'Table booking recommended']",4.7,Excellent,0,-1,-1,Delhi,1484,3234
18418277,Ministry Of Beer,['Lounge'],"M 44, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6332862,77.2227874,110001,1,"Connaught Place, New Delhi","Continental, Italian, Asian, Momos",12 Noon to 1 AM (Mon-Sun),1500,3,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Dance Floor', 'Nightlife', 'Fullbar', 'Live Music', 'Above 18 Only', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Smoking Area', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Wifi']",4.5,Excellent,0,-1,-1,Delhi,1484,3043
18625812,Detroit,['Bar'],"F40, 2nd Floor, Inner Circle, 
Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63135693,77.2202507,,1,"Connaught Place, New Delhi","Bar Food, Mexican, Italian",Mon-Sun (12 Noon to 1 AM),1500,3,Rs.,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Nightlife', 'Fullbar', 'Air Conditioned', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Sneakpeek']",4.6,Excellent,0,-1,-1,Delhi,1484,1327
18423151,The Darzi Bar & Kitchen,['Casual Dining'],"H 55, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63550794,77.21909601,,1,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Pizza",12 Noon to 1 AM,1500,3,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Debit Card', 'Air Conditioned', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Free Wifi', 'Axis Bank - Dining Delights', 'Smoking Area', 'DJ', 'Valet Parking Available', 'Live Music']",4.3,Very Good,0,-1,-1,Delhi,1484,3211
18649486,The Drunken Botanist,['Bar'],"Unit 1B & 1C, Upper Ground Floor-C, Building 10C, Cyber Hub, DLF Cyber City, Gurgaon",Gurgaon,1,"Cyber Hub, DLF Cyber City",28.4936741,77.0883343,,1,"Cyber Hub, DLF Cyber City, Gurgaon","Continental, Italian, North Indian, Chinese",Mon-Sun (12 Noon to 1 AM),2000,4,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Debit Card', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'DJ', 'Fullbar', 'Air Conditioned', 'Smoking Area']",4.4,Very Good,0,-1,-1,Haryana,44212,5554
18238278,Tamasha,['Bar'],"28, Block A, Kasturba Gandhi Marg, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.62966246,77.22186003,110001,1,"Connaught Place, New Delhi","Finger Food, North Indian, Continental, Italian",12 Noon to 1 AM (Mon-Sun),1600,3,Rs.,"['Credit Card', 'Serves Alcohol', 'Debit Card', 'Lunch', 'Cash', 'Dinner', 'Table booking recommended', 'Digital Payments Accepted', 'DJ', 'Fullbar', 'Air Conditioned', 'Live Entertainment', 'Outdoor Seating', 'Hookah', 'Live Sports Screening', 'Live Music', 'Smoking Area', 'Nightlife', 'Indoor Seating']",4.5,Excellent,0,-1,-1,Delhi,1484,8702
308322,Hauz Khas Social,['Lounge'],"9-A & 12, Hauz Khas Village, New Delhi",New Delhi,1,Hauz Khas Village,28.55429353,77.19443813,,1,"Hauz Khas Village, New Delhi","Continental, American, Asian, North Indian, Chinese, Pizza, Biryani, Beverages",11am â€“ 12:30AM (Mon-Sun),1300,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Breakfast', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Live Music', 'Romantic Dining', 'Paid Wifi', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Table reservation required', 'Wifi', 'All Day Breakfast']",4.8,Excellent,0,1,-1,Delhi,1484,14751
18382360,Local,['Bar'],"11, KG Marg, Scindia House, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.62991407,77.22117137,110001,1,"Connaught Place, New Delhi","North Indian, Continental, Momos",11 AM to 1 AM,1600,3,Rs.,"['Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'DJ', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Nightlife', 'Fullbar', 'Table booking recommended', 'Sneakpeek', 'Smoking Area']",4.3,Very Good,0,-1,-1,Delhi,1484,6583
307374,AMA Cafe,['CafÃ©'],"House 6, New Colony, Majnu ka Tila, New Delhi",New Delhi,1,Majnu ka Tila,28.70258176,77.22841937,110054,1,"Majnu ka Tila, New Delhi","Cafe, Juices",7 AM to 10 PM,450,1,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi']",4.5,Excellent,0,-1,-1,Delhi,1484,3749
18810973,Delhi Darbar Biryani Point,['Quick Bites'],"B-234, Gate 4, East Metro Station, Uttam Nagar, New Delhi",New Delhi,1,Uttam Nagar,28.62542822,77.06446063,110059,1,"Uttam Nagar, New Delhi",Biryani,9am â€“ 11pm (Mon-Sun),200,1,Rs.,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",4.2,Very Good,0,1,-1,Delhi,1484,1009
18851371,Station Bar,['Bar'],"F-60, Second Floor, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63106088,77.22003076,,1,"Connaught Place, New Delhi","Asian, Continental, North Indian, Mediterranean, Bar Food",Mon-Sun (12 Noon to 1 AM),1600,3,Rs.,"['Lunch', 'Serves Alcohol', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'DJ', 'Fullbar', 'Live Music', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Outdoor Seating', 'Indoor Seating', 'Digital Payments Accepted', 'Wifi']",4.8,Excellent,0,-1,-1,Delhi,1484,1009
18856789,AIR- An Ivory Region,['Lounge'],"1/83, Third Floor, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.547809,76.9869859,,1,"Punjabi Bagh, New Delhi","North Indian, Chinese, Continental, Asian",12 Noon to 12 Midnight,1400,3,Rs.,"['Dinner', 'Debit Card', 'Lunch', 'Cash', 'Credit Card', 'DJ', 'Live Entertainment', 'Nightlife', 'Outdoor Seating', 'Beer', 'Indoor Seating', 'Serves Cocktails', 'Air Conditioned', 'Smoking Area', 'Free Parking', 'Live Sports Screening', 'Fullbar', 'Wine', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek']",4.1,Very Good,0,-1,-1,Delhi,1484,2472
18216901,Unplugged Courtyard,['Bar'],"23/7, L Block, Middle Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63425289,77.22150631,110001,1,"Connaught Place, New Delhi","North Indian, Continental, Momos",12 Noon to 1 AM,1600,3,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Debit Card', 'Dinner', 'Takeaway Available', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Live Entertainment', 'Nightlife', 'Fullbar', 'Live Music', 'Romantic Dining', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area', 'Brunch']",4.1,Very Good,0,-1,-1,Delhi,1484,3492
312603,Lord Of The Drinks,['Lounge'],"G-72, 1st Floor, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63174449,77.21668907,,1,"Connaught Place, New Delhi","European, Chinese, North Indian, Italian, Asian",11 AM to 12:45 AM,2500,4,Rs.,"['Dinner', 'Cash', 'Debit Card', 'Lunch', 'Credit Card', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted', 'Sneakpeek', 'Wifi', 'Fullbar', 'Above 18 Only', 'Restricted Entry', 'Air Conditioned', 'LGBTQIA Friendly', 'Smoking Area']",4.5,Excellent,0,-1,-1,Delhi,1484,9540
7227,Out Of The Box,['Casual Dining'],"5, Khan Market, New Delhi",New Delhi,1,Khan Market,28.5997905,77.2262576,110003,1,"Khan Market, New Delhi","North Indian, Lebanese, Mexican, Italian, American",12 Noon to 1 AM,1550,3,Rs.,"['Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Serves Alcohol', 'Credit Card', 'Cash', 'Debit Card', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Table booking recommended', 'Live Music', 'Axis Bank - Dining Delights', 'Live Sports Screening', 'Indoor Seating', 'Wifi']",4.7,Excellent,0,1,-1,Delhi,1484,2631
18204820,Themis Barbecue House,['Lounge'],"Shop 251, 2nd Floor, Above Stanmax Aggarwal Millennium Tower 1, Netaji Subhash Place, New Delhi",New Delhi,1,Netaji Subhash Place,28.69330375,77.14904577,110035,1,"Netaji Subhash Place, New Delhi","North Indian, BBQ","11:30am â€“ 5pm, 6:30pm â€“ 12midnight (Mon-Sun)",1400,3,Rs.,"['Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Live Sports Screening', 'Live Music', 'Rooftop', 'Table booking recommended', 'Sneakpeek', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Buffet']",4.5,Excellent,0,-1,-1,Delhi,1484,2645
310470,Moolchand Parantha,[],"Moolchand Metro Station, Lajpat Nagar 4, New Delhi",New Delhi,1,Lajpat Nagar 4,28.56413479,77.23434772,,1,"Lajpat Nagar 4, New Delhi",North Indian,9 AM to 11:30 PM,300,1,Rs.,"['Cash', 'Takeaway Available', 'No Seating Available', 'Dinner', 'Lunch']",4.2,Very Good,0,-1,-1,Delhi,1484,2057
18601364,AB's - Absolute Barbecues,['Casual Dining'],"Shop LG 1-3, MGF Metropolis Mall, MG Road, Gurgaon",Gurgaon,1,"MGF Metropolis Mall, MG Road",28.47964156,77.08108932,,1,"MGF Metropolis Mall, MG Road, Gurgaon","European, Mediterranean, North Indian","12 Noon to 4:30 PM, 6:30 PM to 11:30 PM",1600,3,Rs.,"['Lunch', 'Mall Parking', 'Takeaway Available', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Fullbar', 'Air Conditioned', 'Buffet', 'Group Meal', 'Indoor Seating', 'Kid Friendly']",4.6,Excellent,0,-1,-1,Haryana,44212,4305
1777,Rajinder Da Dhaba,['Quick Bites'],"AB-14, Safdarjung Enclave Market, Safdarjung, New Delhi",New Delhi,1,Safdarjung,28.56544722,77.19927415,0,1,"Safdarjung, New Delhi","North Indian, Rolls",5 PM to 12 Midnight,800,2,Rs.,"['Standing Tables', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card']",4.2,Very Good,0,-1,-1,Delhi,1484,5498
18562836,Diggin,['CafÃ©'],"10, Santushti Shopping Complex, Race Course Road, Chanakyapuri, New Delhi",New Delhi,1,Chanakyapuri,28.59515645,77.197924,,1,"Chanakyapuri, New Delhi","Cafe, Italian, Mexican, Desserts",11:30am â€“ 10pm (Mon-Sun),1300,3,Rs.,"['Lunch', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Indoor Seating']",4.3,Very Good,0,-1,-1,Delhi,1484,2672
7713,Ardor 2.1,['Lounge'],"N-55/56 & 88/89, Outer Circle, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63020835,77.21956406,0,1,"Connaught Place, New Delhi","North Indian, Chinese, Continental, Italian",12:30 PM to 12:30 AM (Mon-Sun),1800,3,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Romantic Dining', 'Free Wifi', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Hookah', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Rooftop', 'Table booking recommended', 'Air Conditioned', 'Smoking Area']",4.2,Very Good,0,-1,-1,Delhi,1484,3472
302424,Janta Eating House,['Quick Bites'],"Loni Road, Shahdara, New Delhi",New Delhi,1,Shahdara,28.68222952,77.29238033,,1,"Shahdara, New Delhi",North Indian,"11 AM to 4 PM, 7 PM to 1 AM",150,1,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Pure Veg']",4.1,Very Good,0,-1,-1,Delhi,1484,1135
5059,Om Sweets & Snacks,['Quick Bites'],"GL-23, Hari Nagar, Jail Road, New Delhi",New Delhi,1,Jail Road,28.62777226,77.10034858,0,1,"Jail Road, New Delhi","North Indian, South Indian, Street Food, Mithai",8am â€“ 10:30pm (Mon-Sun),500,2,Rs.,"['Cash', 'Debit Card', 'Takeaway Available', 'Breakfast', 'Lunch', 'Credit Card', 'Delivery', 'Dinner', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",4.3,Very Good,0,1,-1,Delhi,1484,2135
307406,Pandit Ji Parantha Hut,['Quick Bites'],"10, Community Centre, Ashok Vihar Phase 2, New Delhi",New Delhi,1,Ashok Vihar Phase 2,28.6961178,77.1793854,,1,"Ashok Vihar Phase 2, New Delhi","North Indian, Street Food",7 AM to 11 PM,150,1,Rs.,"['Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Breakfast', 'Outdoor Seating']",4.1,Very Good,0,1,-1,Delhi,1484,1824
18517789,Singla's,['Quick Bites'],"A-139/140, Main Road, Madu Vihar, Near Hasnpur Depot, IP Extension, New Delhi",New Delhi,1,IP Extension,28.63590462,77.3056224,110092,1,"IP Extension, New Delhi","North Indian, South Indian, Chinese, Continental, Mithai, Italian",8 AM to 11 PM,500,2,Rs.,"['Lunch', 'Delivery', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Free Parking', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,0,-1,-1,Delhi,1484,1106
307490,Summer House Cafe,['Bar'],"1st Floor, DDA Shopping Complex, Aurobindo Place, Hauz Khas, New Delhi",New Delhi,1,Hauz Khas,28.55237312,77.20387045,110016,1,"Hauz Khas, New Delhi","Italian, Finger Food, Salad",12noon â€“ 12:30AM (Mon-Sun),2000,4,Rs.,"['Lunch', 'Credit Card', 'Cash', 'Debit Card', 'Serves Alcohol', 'Dinner', 'Takeaway Available', 'Live Music', 'Axis Bank - Dining Delights', 'Fullbar', 'Table booking recommended', 'Nightlife', 'Air Conditioned', 'Smoking Area', 'Indoor Seating']",4.3,Very Good,0,-1,-1,Delhi,1484,4618
301605,Warehouse Cafe,['Lounge'],"D 19/ 20, D Block, Inner Circle, Near Rajiv Chowk Metro Station Gate 3, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.6337385,77.22094104,110001,1,"Connaught Place, New Delhi","American, Continental, Italian, North Indian, Asian, Salad, Juices, Momos",12 Noon to 1 AM,2100,4,Rs.,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Live Sports Screening', 'Live Music', 'Above 18 Only', 'Air Conditioned', 'Hookah', 'Sneakpeek', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",4.1,Very Good,0,-1,-1,Delhi,1484,9988
18273556,PizzaExpress,['Casual Dining'],"3rd Floor, DLF Mall of India, Sector 18, Noida",Noida,1,"DLF Mall of India, Sector 18,  Noida",28.56678261,77.32137769,,1,"DLF Mall of India, Sector 18,  Noida, Noida","Italian, Pizza, Salad",11:30 AM to 11:30 PM,1900,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Mall Parking', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Table booking recommended', 'Wheelchair Accessible']",4.2,Very Good,0,1,-1,Uttar Pradesh,240928,2982
18377912,Zaika-e-Dilli,['Casual Dining'],"C-9/17, Yamuna Vihar, Shahdara, New Delhi",New Delhi,1,Shahdara,28.7002341,77.27210484,,1,"Shahdara, New Delhi","North Indian, Chinese, South Indian",12 Noon to 11 PM,500,2,Rs.,"['Credit Card', 'No Alcohol Available', 'Cash', 'Lunch', 'Takeaway Available', 'Dinner', 'Delivery', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Pure Veg']",4.1,Very Good,0,1,-1,Delhi,1484,1467
308969,Shree Gopal Ji Chole Bhature,[],"Flat 148, Pocket 7, Rohini, New Delhi",New Delhi,1,Rohini,28.70039173,77.10203368,,1,"Rohini, New Delhi",North Indian,7:30 AM to 3:30 PM,200,1,Rs.,"['Lunch', 'Delivery', 'Cash', 'Takeaway Available', 'Breakfast', 'Pure Veg']",4.3,Very Good,0,-1,-1,Delhi,1484,1510
18418247,Feel Alive,['Pub'],"SCO 53, 2nd Floor, Main Market, Sector 29, Gurgaon",Gurgaon,1,Sector 29,28.46793707,77.06413776,,1,"Sector 29, Gurgaon","North Indian, Fast Food, Italian, Asian, Continental, Bar Food",11:45 AM to 1 AM,1200,3,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Credit Card', 'Karaoke', 'Fullbar', 'Indoor Seating', 'Above 18 Only', 'Smoking Area', 'Live Sports Screening', 'Live Music', 'Air Conditioned', 'Private Dining Area Available', 'Wifi']",4.9,Excellent,0,-1,-1,Haryana,44212,2095
18273624,Cafeteria & Co.,['Casual Dining'],"G 14, Hudson Lane, Vijay Nagar, New Delhi",New Delhi,1,Vijay Nagar,28.69442428,77.20416248,,1,"Vijay Nagar, New Delhi","Continental, Mexican, Fast Food",11:30AM to 11:30PM (Mon-Sun),900,2,Rs.,"['Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly']",4.6,Excellent,0,-1,-1,Delhi,1484,4598
2008,Hira Sweets,['Sweet Shop'],"E-60, Vikas Marg, Laxmi Nagar, New Delhi",New Delhi,1,Laxmi Nagar,28.63382149,77.28175811,0,1,"Laxmi Nagar, New Delhi","Mithai, North Indian, South Indian, Fast Food",8:30am â€“ 11pm (Mon-Sun),500,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Delivery', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",4,Very Good,0,1,-1,Delhi,1484,1298
309848,Singla's,['Sweet Shop'],"232, Near Dwarka Sector 9 Metro Station, Sector 9, Dwarka",New Delhi,1,"Sector 9, Dwarka",28.57432139,77.06717435,75,1,"Sector 9, Dwarka, New Delhi","Mithai, South Indian, Chinese, North Indian, Street Food, Fast Food",8 AM to 2 AM,500,2,Rs.,"['Lunch', 'Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating', 'Air Conditioned']",3.7,Good,0,1,-1,Delhi,1484,1873
18198449,Punjabi Angithi,['Casual Dining'],"32-22, A-4, DDA Market, Paschim Vihar, New Delhi",New Delhi,1,Paschim Vihar,28.6727888,77.10903559,,1,"Paschim Vihar, New Delhi","North Indian, Chinese, Momos, Rolls, Fast Food","11 AM to 5 PM, 6 PM to 11 PM",700,2,Rs.,"['Delivery', 'Debit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Digital Payments Accepted', 'Table Reservation Not Required', 'Pure Veg', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",4.5,Excellent,0,1,-1,Delhi,1484,3853
313256,The Junkyard Cafe,['Lounge'],"91, 2nd Floor, N Block, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63011565,77.22071506,110001,1,"Connaught Place, New Delhi","North Indian, Mediterranean, Asian, Salad, Momos",12 Noon to 1 AM,1500,3,Rs.,"['Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Dinner', 'Cash', 'Credit Card', 'Air Conditioned', 'Hookah', 'Nightlife', 'Fullbar', 'Live Music', 'Table booking recommended', 'Smoking Area', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating']",4.4,Very Good,0,-1,-1,Delhi,1484,5919
18246991,Odeon Social,['Lounge'],"23, 1st Floor, Odeon Building, Radial 5, D Block, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63431145,77.22079284,,1,"Connaught Place, New Delhi","Continental, American, Asian, North Indian, Momos, Beverages","10am â€“ 12:30AM (Mon, Tue, Thu, Fri, Sat, Sun), 11am â€“ 12:30AM (Wed)",1300,3,Rs.,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Smoking Area', 'Nightlife', 'Live Music', 'Restricted Entry', 'Wifi']",4.4,Very Good,0,-1,-1,Delhi,1484,6179
18597717,BlackJack,['Casual Dining'],"Shop 1, Plot 23, North West Avenue, Club Road, Punjabi Bagh West, Punjabi Bagh, New Delhi",New Delhi,1,Punjabi Bagh,28.66648029,77.12495919,,1,"Punjabi Bagh, New Delhi",American,12Noon to 10PM (Mon-Sun),500,2,Rs.,"['Cash', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Dinner', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",4.6,Excellent,0,-1,-1,Delhi,1484,1888
7224,Cafe Wink,['CafÃ©'],"G-1, Plot 9, Sikka Galaxy, Shreshtha Vihar, Anand Vihar, New Delhi",New Delhi,1,Anand Vihar,28.65725998,77.31723402,110092,1,"Anand Vihar, New Delhi","Cafe, Continental, Italian",8 AM to 12 Midnight,800,2,Rs.,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking recommended', 'Air Conditioned']",4.7,Excellent,0,1,-1,Delhi,1484,2538
6574,Pandit Ji Paranthe Wale,['Quick Bites'],"Shop 14, Ashok Vihar Phase 2, New Delhi",New Delhi,1,Ashok Vihar Phase 2,28.6965655,77.1799506,0,1,"Ashok Vihar Phase 2, New Delhi",North Indian,7 AM to 11 PM (Mon-Sun),200,1,Rs.,"['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Breakfast', 'Outdoor Seating', 'Digital Payments Accepted']",4,Very Good,0,-1,-1,Delhi,1484,1747
18337894,Prankster,['Microbrewery'],"Site 8-10, Sector 29, Gurgaon",Gurgaon,1,Sector 29,28.46899664,77.06330962,,1,"Sector 29, Gurgaon","Bar Food, Modern Indian",12:30 PM to 1 AM,1500,3,Rs.,"['Cash', 'Dinner', 'Lunch', 'Debit Card', 'Credit Card', 'Smoking Area', 'Fullbar', 'Outdoor Seating', 'Wifi', 'Table booking recommended', 'Craft Beer', 'Indoor Seating', 'Live Sports Screening', 'Digital Payments Accepted', 'Air Conditioned', 'Nightlife', 'Above 18 Only']",4.2,Very Good,0,-1,-1,Haryana,44212,4899
18607069,Chili's Grill & Bar,['Casual Dining'],"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",New Delhi,1,"Pacific Mall, Tagore Garden",28.64226999,77.10643619,,1,"Pacific Mall, Tagore Garden, New Delhi","Italian, Finger Food",12 Noon to 1 AM,2000,4,Rs.,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Mall Parking', 'Fullbar', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",4.9,Excellent,0,1,-1,Delhi,1484,2804
4751,Chili's Grill & Bar,['Casual Dining'],"3rd Floor, Ambience Mall, Nelson Madela Road, Vasant Kunj, New Delhi",New Delhi,1,"Ambience Mall, Vasant Kunj",28.54095385,77.15480246,0,1,"Ambience Mall, Vasant Kunj, New Delhi","Italian, Finger Food",12 Noon to 1 AM,2000,4,Rs.,"['Credit Card', 'Dinner', 'Takeaway Available', 'Delivery', 'Lunch', 'Serves Alcohol', 'Cash', 'Mall Parking', 'Wifi', 'Air Conditioned', 'Smoking Area', 'Fullbar', 'Indoor Seating', 'Table booking recommended']",4.9,Excellent,0,1,-1,Delhi,1484,6336
313106,Om Sweets & Snacks,['Quick Bites'],"SCO 93-94, Behind Shubham Plaza, Urban Estate, Sector 16, Faridabad",Faridabad,1,Sector 16,28.41211469,77.31902372,,1,"Sector 16, Faridabad","North Indian, South Indian, Street Food, Mithai",8am â€“ 10:30pm (Mon-Sun),500,2,Rs.,"['Delivery', 'Breakfast', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Lunch', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating', 'Sodexo', 'Ticket Restaurant']",4.3,Very Good,0,-1,-1,Haryana,44212,1713
312601,Openhouse Cafe,['Lounge'],"C-37, Connaught Place, New Delhi",New Delhi,1,Connaught Place,28.63426554,77.2203305,,1,"Connaught Place, New Delhi","North Indian, Chinese, Italian, Biryani",12 Noon to 1 AM,2000,4,Rs.,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Takeaway Available', 'Debit Card', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Smoking Area', 'Wifi', 'Nightlife', 'Live Music', 'Table booking recommended', 'Sneakpeek', 'Hookah', 'Wheelchair Accessible']",4.2,Very Good,0,-1,-1,Delhi,1484,4984
